#SUBMITTED ID	LOCATION_ARM	NAME	SYMBOL
FBgn0263081	2L	-	CG43349
FBgn0263082	2L	-	CG43350
FBgn0263086	2L	-	CG43354
FBgn0263094	2L	-	CG43362
FBgn0263108	3L	BTB-protein-VII	BtbVII
FBgn0263110	3L	-	CG43367
FBgn0263114	2R	-	CG43371
FBgn0263120	2R	Acyl-CoA synthetase long-chain	Acsl
FBgn0263132	X	Chitinase 6	Cht6
FBgn0263199	3L	Galactokinase	Galk
FBgn0263200	2L	Galactose-1-phosphate uridylyltransferase	Galt
FBgn0263219	3L	Down syndrome cell adhesion molecule 4	Dscam4
FBgn0263249	3L	-	CG43392
FBgn0263250	2R	-	CG43393
FBgn0263289	3R	scribble	scrib
FBgn0263316	3R	Multidrug resistance protein 4	Mrp4
FBgn0263320	2L	-	CG43401
FBgn0263401	3R	-	CG43447
FBgn0263403	3R	-	CG43449
FBgn0263598	2L	Vacuolar H[+] ATPase 68 kDa subunit 2	Vha68-2
FBgn0263599	3L	Brr2 U5 snRNP complex subunit	Brr2
FBgn0263601	3L	mind bomb 1	mib1
FBgn0263603	3L	Zinc-finger protein at 72D	Zn72D
FBgn0263621	3R	-	CG43630
FBgn0263763	3L	-	CG43680
FBgn0263777	3R	-	CG43694
FBgn0263841	3L	-	CG43702
FBgn0263930	3L	division abnormally delayed	dally
FBgn0263986	3R	cardinal	cd
FBgn0263999	2R	-	CG43742
FBgn0264077	X	Calnexin 14D	Cnx14D
FBgn0264078	X	Flotillin 2	Flo2
FBgn0264086	2L	-	CG43755
FBgn0264260	2L	-	CG43760
FBgn0264272	3L	multiple wing hairs	mwh
FBgn0264326	3R	DNA polymerase epsilon subunit 1	PolE1
FBgn0264329	2R	-	CG43788
FBgn0264330	2R	-	CG43789
FBgn0264357	3R	SNF4/AMP-activated protein kinase gamma subunit	SNF4Agamma
FBgn0264377	2R	-	CG43829
FBgn0264395	X	-	CG43843
FBgn0264426	3R	-	CG43844
FBgn0264427	3R	-	CG43845
FBgn0264472	3L	-	CG43880
FBgn0264491	3R	held out wings	how
FBgn0264516	3L	-	CG43915
FBgn0264552	3L	-	CG43931
FBgn0264566	3L	-	CG43938
FBgn0264699	3L	-	CG43968
FBgn0264725	3L	-	CG43993
FBgn0264738	X	-	CG43996
FBgn0264775	3R	-	CG44013
FBgn0264785	3R	HIF prolyl hydroxylase	Hph
FBgn0264830	3R	-	CG44038
FBgn0264848	3L	vihar	vih
FBgn0264855	2L	Adaptor Protein complex 2, alpha subunit	AP-2alpha
FBgn0264897	3R	-	CG44088
FBgn0264979	2L	-	CG4267
FBgn0264991	3R	-	CG44142
FBgn0265041	3R	-	CG44158
FBgn0265047	Y	flagrante delicto Y	FDY
FBgn0265048	3R	crossveinless d	cv-d
FBgn0265082	3R	Chondrocyte-derived ezrin-like domain containing protein	Cdep
FBgn0265087	2L	-	CG44198
FBgn0265089	3L	eukaryotic translation initiation factor 4E3	eIF4E3
FBgn0265137	2R	Serpin 42Da	Spn42Da
FBgn0265180	2R	-	CG44245
FBgn0265185	2R	-	CG44250
FBgn0265186	2R	-	CG44251
FBgn0265187	2R	Fatty acid transport protein 2	Fatp2
FBgn0265199	3R	-	CG44259
FBgn0265201	3R	-	CG44261
FBgn0265264	2L	-	CG17097
FBgn0265265	X	-	CG32727
FBgn0265266	3R	-	CG13639
FBgn0265267	X	-	CG18258
FBgn0265268	3L	-	CG18234
FBgn0265269	2L	-	CG15425
FBgn0265271	3R	-	CG14717
FBgn0265342	2R	Cytochrome c oxidase subunit 7C-like	COX7CL
FBgn0265349	2L	Seminal fluid protein 33A4	Sfp33A4
FBgn0265423	3R	-	CG44335
FBgn0265434	
FBgn0265455	3L	-	CG44355
FBgn0265512	2R	mulet	mlt
FBgn0265538	2R	-	CG44388
FBgn0265579	2L	-	CG44406
FBgn0265605	2R	Ras-related protein interacting with calmodulin	Ric
FBgn0265606	3R	Proteasome alpha4 subunit, Testis-specific 1	Prosalpha4T1
FBgn0265625	2R	-	CG44433
FBgn0265629	X	-	CG44437
FBgn0266084	3L	Formin homology 2 domain containing	Fhos
FBgn0266282	3R	java no jive	jnj
FBgn0266347	3L	nicotinic Acetylcholine Receptor alpha4	nAChRalpha4
FBgn0266363	2L	-	CG45011
FBgn0266364	2L	-	CG45012
FBgn0266369	2L	Microsomal triacylglycerol transfer protein	Mtp
FBgn0266442	3R	-	CG45072
FBgn0266455	3R	-	CG45080
FBgn0266579	3R	tau	tau
FBgn0266710	X	hog	hog
FBgn0266719	3R	staccato	stac
FBgn0266756	3R	bitesize	btsz
FBgn0266757	3L	misfire	mfr
FBgn0266918	3L	-	CG32486
FBgn0266977	3L	-	CG45428
FBgn0267001	X	Tenascin accessory	Ten-a
FBgn0267163	X	-	CG45603
FBgn0267327	2L	Accessory gland-specific peptide 33A	Acp33A
FBgn0267337	3R	rotund	rn
FBgn0267339	3R	p38c MAP kinase	p38c
FBgn0267348	3L	Laminin B2	LanB2
FBgn0267366	3R	milkah	mil
FBgn0267408	3R	Aldehyde oxidase 1	AOX1
FBgn0267431	3R	Myosin 81F	Myo81F
FBgn0267432	Y	male fertility factor kl3	kl-3
FBgn0267433	Y	male fertility factor kl5	kl-5
FBgn0267449	Y	WD40 Y	WDY
FBgn0267489	Y	polycystine-related-Y	PRY
FBgn0267689	2L	-	CG46025
FBgn0267698	3R	p21-activated kinase	Pak
FBgn0267796	3L	Transmembrane channel-like	Tmc
FBgn0267967	X	corolla	corolla
FBgn0267972	2L	Derlin-1	Der-1
FBgn0267978	2R	apterous	ap
FBgn0270927	3R	beta glucuronidase	betaGlu
FBgn0283427	2L	Fatty acid synthase 1	FASN1
FBgn0283434	X	Sperm-specific dynein intermediate chain C	SdicC
FBgn0283437	2R	Prophenoloxidase 1	PPO1
FBgn0283442	2L	vasa	vas
FBgn0283480	2R	Alkaline phosphatase 2	Alp2
FBgn0283500	3L	Sac1 phosphatase	Sac1
FBgn0283535	3R	Vacuolar H[+]-ATPase 26kD subunit	Vha26
FBgn0283682	2L	Ge-1	Ge-1
FBgn0283741	X	prage	prage
FBgn0284221	3L	Semaphorin 5c	Sema5c
FBgn0284250	
FBgn0284256	2L	bicoid stability factor	bsf
FBgn0284408	X	terribly reduced optic lobes	trol
FBgn0284435	X	trynity	tyn
FBgn0285910	X	Vacuolar H[+] ATPase AC39 subunit 1	VhaAC39-1
FBgn0285917	2R	scribbler	sbb
FBgn0285963	3R	-	CG46339
FBgn0286071	3R	ADAM metallopeptidase with thrombospondin type 1 motif A	AdamTS-A
FBgn0286199	3R	sheepish	shps
FBgn0286508	X	beta Hydroxy acid dehydrogenase 1	Had1
FBgn0286511	2R	Phospholipase D	Pld
FBgn0286723	2L	heimdall	hll
FBgn0286778	2R	-	CG46385
FBgn0286785	2R	scab	scb
FBgn0286818	3L	Protein disulfide isomerase	Pdi
FBgn0287183	3L	lethal (3) 80Fg	l(3)80Fg
FBgn0287184	3L	Fatty acid synthase 3	FASN3
FBgn0287209	3R	Glutamine:fructose-6-phosphate aminotransferase 1	Gfat1
FBgn0287211	3R	-	CG46441
FBgn0287423	3L	Neuropeptide-like precursor 2	Nplp2
FBgn0287454	X	PTIP associated 1	Pa1
FBgn0287478	2R	Calmodulin-binding transcription activator	Camta
FBgn0287585	3L	Phosphatidylserine synthase	Pss
FBgn0287587	3R	-	CG46457
